Entity,Code,Year,Fertility_Rate,Continent,GDP,Religion,Sex_Ratio
Turkey,TUR,1984,3.88,Asia,6736.0,Islam,105.4586074
Turkey,TUR,1985,3.74,Asia,6958.0,Islam,105.5076793
Turkey,TUR,1986,3.6,Asia,7323.0,Islam,105.56991289999999
Turkey,TUR,1987,3.46,Asia,7838.0,Islam,105.6690828
Turkey,TUR,1988,3.33,Asia,8019.0,Islam,105.77421740000001
Turkey,TUR,1989,3.21,Asia,7992.0,Islam,105.8657487
Turkey,TUR,1990,3.11,Asia,8606.0,Islam,105.8701852
Turkey,TUR,1991,3.02,Asia,8658.38,Islam,105.88642949999999
Turkey,TUR,1992,2.94,Asia,9150.43,Islam,105.9025763
Turkey,TUR,1993,2.87,Asia,9865.3,Islam,105.9197125
Turkey,TUR,1994,2.81,Asia,9308.7,Islam,105.99040579999999
Turkey,TUR,1995,2.76,Asia,9962.54,Islam,106.02281570000001
Turkey,TUR,1996,2.71,Asia,10644.63,Islam,106.04863200000001
Turkey,TUR,1997,2.66,Asia,11432.44,Islam,106.13517
Turkey,TUR,1998,2.61,Asia,11772.83,Islam,106.25027209999999
Turkey,TUR,1999,2.56,Asia,11151.67,Islam,106.41405220000001
Turkey,TUR,2000,2.5,Asia,11904.01,Islam,106.31042820000002
Turkey,TUR,2001,2.45,Asia,10950.99,Islam,106.14048970000002
Turkey,TUR,2002,2.4,Asia,11753.95,Islam,106.02467240000001
Turkey,TUR,2003,2.35,Asia,12380.21,Islam,105.92060420000001
Turkey,TUR,2004,2.31,Asia,13423.79,Islam,105.78952530000001
Turkey,TUR,2005,2.27,Asia,14487.76,Islam,105.69332539999999
Turkey,TUR,2006,2.24,Asia,15425.19,Islam,105.6410488
Turkey,TUR,2007,2.21,Asia,16090.83,Islam,105.60624779999999
Turkey,TUR,2008,2.19,Asia,16182.73,Islam,105.59476289999999
Turkey,TUR,2009,2.17,Asia,15188.42,Islam,105.6184078
Turkey,TUR,2010,2.16,Asia,16528.12,Islam,105.59059479999999
Turkey,TUR,2011,2.14,Asia,17919.0,Islam,105.56280840000001
Turkey,TUR,2012,2.12,Asia,18170.0,Islam,105.5444885
Turkey,TUR,2013,2.11,Asia,18788.0,Islam,105.5450912
Turkey,TUR,2014,2.09,Asia,19277.0,Islam,105.50376440000001
Turkey,TUR,2015,2.07,Asia,19836.0,Islam,105.4669565
Turkey,TUR,2016,2.05,Asia,17906.0,Islam,105.42988000000001
Turkey,TUR,2017,2.03,Asia,18995.82,Islam,105.4057061
Turkey,TUR,2018,2.02,Asia,19270.22,Islam,
Turkey,TUR,2019,2.0,Asia,,Islam,
Turkmenistan,TKM,1950,5.63,Asia,,Islam,106.2056686
Turkmenistan,TKM,1951,5.58,Asia,,Islam,106.21440659999999
Turkmenistan,TKM,1952,5.57,Asia,,Islam,106.20720209999999
Turkmenistan,TKM,1953,5.61,Asia,,Islam,106.2060723
Turkmenistan,TKM,1954,5.7,Asia,,Islam,106.22134540000002
Turkmenistan,TKM,1955,5.82,Asia,,Islam,106.2097773
Turkmenistan,TKM,1956,5.96,Asia,,Islam,106.20058970000001
Turkmenistan,TKM,1957,6.13,Asia,,Islam,106.1975902
Turkmenistan,TKM,1958,6.29,Asia,,Islam,106.1948666
Turkmenistan,TKM,1959,6.45,Asia,,Islam,106.18480530000001
Turkmenistan,TKM,1960,6.59,Asia,,Islam,106.1786044
Turkmenistan,TKM,1961,6.69,Asia,,Islam,106.191787
Turkmenistan,TKM,1962,6.76,Asia,,Islam,106.2072673
Turkmenistan,TKM,1963,6.79,Asia,,Islam,106.20676670000002
Turkmenistan,TKM,1964,6.79,Asia,,Islam,106.19967050000001
Turkmenistan,TKM,1965,6.76,Asia,,Islam,106.1982305
Turkmenistan,TKM,1966,6.7,Asia,,Islam,106.21464070000002
Turkmenistan,TKM,1967,6.64,Asia,,Islam,106.20979209999999
Turkmenistan,TKM,1968,6.56,Asia,,Islam,106.2031831
Turkmenistan,TKM,1969,6.48,Asia,,Islam,106.18226029999998
Turkmenistan,TKM,1970,6.4,Asia,,Islam,106.1902832
Turkmenistan,TKM,1971,6.32,Asia,,Islam,106.1980145
Turkmenistan,TKM,1972,6.24,Asia,,Islam,106.20317800000001
Turkmenistan,TKM,1973,6.14,Asia,7693.0,Islam,106.2031166
Turkmenistan,TKM,1974,6.04,Asia,,Islam,106.20921340000001
Turkmenistan,TKM,1975,5.93,Asia,,Islam,106.19915459999999
Turkmenistan,TKM,1976,5.8,Asia,,Islam,106.2174247
Turkmenistan,TKM,1977,5.65,Asia,,Islam,106.2164159
Turkmenistan,TKM,1978,5.49,Asia,,Islam,106.20992350000002
Turkmenistan,TKM,1979,5.33,Asia,,Islam,106.220704
Turkmenistan,TKM,1980,5.17,Asia,6763.0,Islam,106.20779399999999
Turkmenistan,TKM,1981,5.02,Asia,6666.0,Islam,106.2121011
Turkmenistan,TKM,1982,4.9,Asia,6575.0,Islam,106.22534180000001
Turkmenistan,TKM,1983,4.79,Asia,6535.0,Islam,106.21348429999999
Turkmenistan,TKM,1984,4.71,Asia,6314.0,Islam,106.21762290000001
Turkmenistan,TKM,1985,4.65,Asia,6186.0,Islam,106.2232264
Turkmenistan,TKM,1986,4.6,Asia,6204.0,Islam,106.2077672
Turkmenistan,TKM,1987,4.56,Asia,6194.0,Islam,106.2192422
Turkmenistan,TKM,1988,4.5,Asia,6601.0,Islam,106.2117547
Turkmenistan,TKM,1989,4.44,Asia,5915.0,Islam,106.2162679
Turkmenistan,TKM,1990,4.34,Asia,5796.0,Islam,106.1926394
Turkmenistan,TKM,1991,4.22,Asia,5457.76,Islam,106.1920909
Turkmenistan,TKM,1992,4.07,Asia,4587.76,Islam,106.20014040000001
Turkmenistan,TKM,1993,3.9,Asia,4604.38,Islam,106.18954840000002
Turkmenistan,TKM,1994,3.71,Asia,3769.62,Islam,106.16809769999999
Turkmenistan,TKM,1995,3.51,Asia,3473.68,Islam,106.1706416
Turkmenistan,TKM,1996,3.32,Asia,3226.98,Islam,106.16784609999999
Turkmenistan,TKM,1997,3.15,Asia,2856.15,Islam,106.16488729999999
Turkmenistan,TKM,1998,3.01,Asia,3037.7,Islam,106.16965330000001
Turkmenistan,TKM,1999,2.9,Asia,3527.16,Islam,106.16604450000001
Turkmenistan,TKM,2000,2.82,Asia,4173.19,Islam,106.17586399999999
Turkmenistan,TKM,2001,2.77,Asia,5014.06,Islam,106.16836299999999
Turkmenistan,TKM,2002,2.73,Asia,5795.64,Islam,106.1835489
Turkmenistan,TKM,2003,2.7,Asia,6784.56,Islam,106.1986179
Turkmenistan,TKM,2004,2.67,Asia,7781.74,Islam,106.20292009999999
Turkmenistan,TKM,2005,2.65,Asia,8791.68,Islam,106.1893254
Turkmenistan,TKM,2006,2.65,Asia,9752.36,Islam,106.2034009
Turkmenistan,TKM,2007,2.67,Asia,10829.38,Islam,106.21673100000001
Turkmenistan,TKM,2008,2.71,Asia,12426.72,Islam,106.2486103
Turkmenistan,TKM,2009,2.77,Asia,13188.45,Islam,106.26093459999998
Turkmenistan,TKM,2010,2.83,Asia,14397.15,Islam,106.2988606
Turkmenistan,TKM,2011,2.89,Asia,16518.0,Islam,106.31485459999999
Turkmenistan,TKM,2012,2.94,Asia,18135.0,Islam,106.31528859999999
Turkmenistan,TKM,2013,2.96,Asia,19751.0,Islam,106.3168551
Turkmenistan,TKM,2014,2.96,Asia,21546.0,Islam,106.3254667
Turkmenistan,TKM,2015,2.93,Asia,22675.0,Islam,106.3136193
Turkmenistan,TKM,2016,2.89,Asia,23813.0,Islam,106.31074240000001
Turkmenistan,TKM,2017,2.84,Asia,25069.62,Islam,106.29266409999998
Turkmenistan,TKM,2018,2.79,Asia,26318.37,Islam,
Turkmenistan,TKM,2019,2.74,Asia,,Islam,
Uganda,UGA,1950,6.89,Africa,1095.0,Christianity,102.9199395
Uganda,UGA,1951,6.89,Africa,1023.0,Christianity,102.9122577
Uganda,UGA,1952,6.9,Africa,1058.0,Christianity,102.8974262
Uganda,UGA,1953,6.9,Africa,1076.0,Christianity,102.9006891
Uganda,UGA,1954,6.91,Africa,1033.0,Christianity,102.8763995
Uganda,UGA,1955,6.92,Africa,1071.0,Christianity,102.86696409999999
Uganda,UGA,1956,6.93,Africa,1100.0,Christianity,102.8526213
Uganda,UGA,1957,6.94,Africa,1116.0,Christianity,102.8492584
Uganda,UGA,1958,6.96,Africa,1092.0,Christianity,102.82609559999999
Uganda,UGA,1959,6.98,Africa,1116.0,Christianity,102.8192097
Uganda,UGA,1960,7.0,Africa,1137.0,Christianity,102.81899720000001
Uganda,UGA,1961,7.02,Africa,1093.0,Christianity,102.7996256
Uganda,UGA,1962,7.04,Africa,1106.0,Christianity,102.78793590000001
Uganda,UGA,1963,7.06,Africa,1197.0,Christianity,102.76413170000001
Uganda,UGA,1964,7.08,Africa,1251.0,Christianity,102.715786
Uganda,UGA,1965,7.09,Africa,1242.0,Christianity,102.69351390000001
Uganda,UGA,1966,7.11,Africa,1280.0,Christianity,102.66463
Uganda,UGA,1967,7.11,Africa,1310.0,Christianity,102.6061848
Uganda,UGA,1968,7.12,Africa,1304.0,Christianity,102.5754421
Uganda,UGA,1969,7.12,Africa,1404.0,Christianity,102.55818670000001
Uganda,UGA,1970,7.12,Africa,1382.0,Christianity,102.51055190000001
Uganda,UGA,1971,7.11,Africa,1385.0,Christianity,102.4866153
Uganda,UGA,1972,7.11,Africa,1364.0,Christianity,102.4487358
Uganda,UGA,1973,7.1,Africa,1331.0,Christianity,102.4005872
Uganda,UGA,1974,7.1,Africa,1302.0,Christianity,102.3452079
Uganda,UGA,1975,7.1,Africa,1243.0,Christianity,102.2906335
Uganda,UGA,1976,7.1,Africa,1219.0,Christianity,102.2610536
Uganda,UGA,1977,7.1,Africa,1207.0,Christianity,102.2336316
Uganda,UGA,1978,7.1,Africa,1111.0,Christianity,102.1855682
Uganda,UGA,1979,7.1,Africa,966.0,Christianity,102.1346709
Uganda,UGA,1980,7.1,Africa,912.0,Christianity,102.05441259999999
Uganda,UGA,1981,7.1,Africa,923.0,Christianity,101.9830285
Uganda,UGA,1982,7.1,Africa,972.0,Christianity,101.92216979999999
Uganda,UGA,1983,7.1,Africa,1014.0,Christianity,101.9027997
Uganda,UGA,1984,7.1,Africa,897.0,Christianity,101.8974764
Uganda,UGA,1985,7.1,Africa,886.0,Christianity,101.8485316
Uganda,UGA,1986,7.1,Africa,858.0,Christianity,101.8158455
Uganda,UGA,1987,7.1,Africa,877.0,Christianity,101.78221620000001
Uganda,UGA,1988,7.1,Africa,902.0,Christianity,101.755163
Uganda,UGA,1989,7.1,Africa,929.0,Christianity,101.81879
Uganda,UGA,1990,7.09,Africa,932.0,Christianity,101.8524359
Uganda,UGA,1991,7.08,Africa,915.41,Christianity,101.96066440000001
Uganda,UGA,1992,7.07,Africa,934.83,Christianity,102.03919520000001
Uganda,UGA,1993,7.06,Africa,959.19,Christianity,102.1151917
Uganda,UGA,1994,7.04,Africa,994.53,Christianity,102.1799204
Uganda,UGA,1995,7.02,Africa,1054.71,Christianity,102.2181046
Uganda,UGA,1996,6.99,Africa,1091.53,Christianity,102.2203355
Uganda,UGA,1997,6.97,Africa,1107.5,Christianity,102.25668990000001
Uganda,UGA,1998,6.94,Africa,1137.64,Christianity,102.1796559
Uganda,UGA,1999,6.9,Africa,1185.43,Christianity,102.16256240000001
Uganda,UGA,2000,6.87,Africa,1191.95,Christianity,102.0484966
Uganda,UGA,2001,6.82,Africa,1255.88,Christianity,101.9264752
Uganda,UGA,2002,6.77,Africa,1301.06,Christianity,101.7685527
Uganda,UGA,2003,6.72,Africa,1335.03,Christianity,101.67642990000002
Uganda,UGA,2004,6.65,Africa,1364.69,Christianity,101.617796
Uganda,UGA,2005,6.58,Africa,1451.1,Christianity,101.60245479999999
Uganda,UGA,2006,6.51,Africa,1501.39,Christianity,101.6314988
Uganda,UGA,2007,6.42,Africa,1569.83,Christianity,101.7306622
Uganda,UGA,2008,6.34,Africa,1679.4,Christianity,101.80956009999998
Uganda,UGA,2009,6.25,Africa,1757.39,Christianity,101.8835124
Uganda,UGA,2010,6.15,Africa,1831.29,Christianity,101.95099470000001
Uganda,UGA,2011,6.06,Africa,1890.0,Christianity,102.0180545
Uganda,UGA,2012,5.96,Africa,1877.0,Christianity,102.0322833
Uganda,UGA,2013,5.87,Africa,1889.0,Christianity,102.1294695
Uganda,UGA,2014,5.78,Africa,1923.0,Christianity,102.21901159999999
Uganda,UGA,2015,5.68,Africa,1954.0,Christianity,102.2841885
Uganda,UGA,2016,5.59,Africa,1980.0,Christianity,102.3650087
Uganda,UGA,2017,5.5,Africa,1991.9,Christianity,102.41940890000001
Uganda,UGA,2018,5.41,Africa,2045.42,Christianity,
Uganda,UGA,2019,5.32,Africa,,Christianity,
Ukraine,UKR,1897,6.89,Europe,,Christianity,
Ukraine,UKR,1898,6.83,Europe,,Christianity,
Ukraine,UKR,1899,6.76,Europe,,Christianity,
Ukraine,UKR,1900,6.69,Europe,,Christianity,
Ukraine,UKR,1901,6.63,Europe,,Christianity,
Ukraine,UKR,1902,6.56,Europe,,Christianity,
Ukraine,UKR,1903,6.5,Europe,,Christianity,
Ukraine,UKR,1904,6.43,Europe,,Christianity,
Ukraine,UKR,1905,6.36,Europe,,Christianity,
Ukraine,UKR,1906,6.3,Europe,,Christianity,
Ukraine,UKR,1907,6.23,Europe,,Christianity,
Ukraine,UKR,1908,6.17,Europe,,Christianity,
Ukraine,UKR,1909,6.1,Europe,,Christianity,
Ukraine,UKR,1910,6.03,Europe,,Christianity,
Ukraine,UKR,1911,5.97,Europe,,Christianity,
Ukraine,UKR,1912,5.9,Europe,,Christianity,
Ukraine,UKR,1913,5.83,Europe,,Christianity,
Ukraine,UKR,1914,5.77,Europe,,Christianity,
Ukraine,UKR,1915,5.7,Europe,,Christianity,
Ukraine,UKR,1916,5.64,Europe,,Christianity,
Ukraine,UKR,1917,5.57,Europe,,Christianity,
Ukraine,UKR,1918,5.5,Europe,,Christianity,
Ukraine,UKR,1919,5.44,Europe,,Christianity,
Ukraine,UKR,1920,5.37,Europe,,Christianity,
Ukraine,UKR,1921,5.31,Europe,,Christianity,
Ukraine,UKR,1922,5.24,Europe,,Christianity,
Ukraine,UKR,1923,5.17,Europe,,Christianity,
Ukraine,UKR,1924,5.11,Europe,,Christianity,
Ukraine,UKR,1925,5.04,Europe,,Christianity,
Ukraine,UKR,1926,4.98,Europe,,Christianity,
Ukraine,UKR,1927,4.84,Europe,,Christianity,
Ukraine,UKR,1928,4.71,Europe,,Christianity,
Ukraine,UKR,1929,4.58,Europe,,Christianity,
Ukraine,UKR,1930,4.45,Europe,,Christianity,
Ukraine,UKR,1931,4.31,Europe,,Christianity,
Ukraine,UKR,1932,4.18,Europe,,Christianity,
Ukraine,UKR,1933,4.05,Europe,,Christianity,
Ukraine,UKR,1934,3.92,Europe,,Christianity,
Ukraine,UKR,1935,3.78,Europe,,Christianity,
Ukraine,UKR,1936,3.65,Europe,,Christianity,
Ukraine,UKR,1937,3.52,Europe,,Christianity,
Ukraine,UKR,1938,3.39,Europe,,Christianity,
Ukraine,UKR,1939,3.25,Europe,,Christianity,
Ukraine,UKR,1940,3.12,Europe,,Christianity,
Ukraine,UKR,1941,3.08,Europe,,Christianity,
Ukraine,UKR,1942,3.04,Europe,,Christianity,
Ukraine,UKR,1943,3.0,Europe,,Christianity,
Ukraine,UKR,1944,2.96,Europe,,Christianity,
Ukraine,UKR,1945,2.92,Europe,,Christianity,
Ukraine,UKR,1946,2.88,Europe,,Christianity,
Ukraine,UKR,1947,2.84,Europe,,Christianity,
Ukraine,UKR,1948,2.8,Europe,,Christianity,
Ukraine,UKR,1949,2.76,Europe,,Christianity,
Ukraine,UKR,1950,2.72,Europe,,Christianity,106.15018359999999
Ukraine,UKR,1951,2.75,Europe,,Christianity,106.4537115
Ukraine,UKR,1952,2.81,Europe,,Christianity,106.3813406
Ukraine,UKR,1953,2.85,Europe,,Christianity,106.3182011
Ukraine,UKR,1954,2.85,Europe,,Christianity,106.2537061
Ukraine,UKR,1955,2.83,Europe,,Christianity,106.3683811
Ukraine,UKR,1956,2.79,Europe,,Christianity,106.214495
Ukraine,UKR,1957,2.72,Europe,,Christianity,106.2069358
Ukraine,UKR,1958,2.63,Europe,,Christianity,106.3159744
Ukraine,UKR,1959,2.53,Europe,,Christianity,106.13255929999998
Ukraine,UKR,1960,2.42,Europe,,Christianity,106.0450082
Ukraine,UKR,1961,2.31,Europe,,Christianity,106.1178159
Ukraine,UKR,1962,2.21,Europe,,Christianity,106.21610990000002
Ukraine,UKR,1963,2.13,Europe,,Christianity,106.32580970000001
Ukraine,UKR,1964,2.07,Europe,,Christianity,106.4185137
Ukraine,UKR,1965,2.03,Europe,,Christianity,106.50030500000001
Ukraine,UKR,1966,2.02,Europe,,Christianity,106.197001
Ukraine,UKR,1967,2.01,Europe,,Christianity,106.1611847
Ukraine,UKR,1968,2.02,Europe,,Christianity,105.7153148
Ukraine,UKR,1969,2.03,Europe,,Christianity,105.41660290000002
Ukraine,UKR,1970,2.05,Europe,,Christianity,105.50590249999999
Ukraine,UKR,1971,2.06,Europe,,Christianity,105.6076832
Ukraine,UKR,1972,2.06,Europe,,Christianity,105.64574909999999
Ukraine,UKR,1973,2.06,Europe,7849.0,Christianity,105.4358197
Ukraine,UKR,1974,2.05,Europe,,Christianity,104.96657520000001
Ukraine,UKR,1975,2.03,Europe,,Christianity,104.9043482
Ukraine,UKR,1976,2.02,Europe,,Christianity,105.14189990000001
Ukraine,UKR,1977,2.0,Europe,,Christianity,105.1228531
Ukraine,UKR,1978,1.99,Europe,,Christianity,105.4186877
Ukraine,UKR,1979,1.99,Europe,,Christianity,105.25477279999998
Ukraine,UKR,1980,1.99,Europe,8467.0,Christianity,105.182654
Ukraine,UKR,1981,2.0,Europe,8695.0,Christianity,105.04981219999999
Ukraine,UKR,1982,2.0,Europe,8934.0,Christianity,105.36936680000001
Ukraine,UKR,1983,2.01,Europe,9288.0,Christianity,105.444652
Ukraine,UKR,1984,2.01,Europe,9476.0,Christianity,105.63213950000001
Ukraine,UKR,1985,2.0,Europe,9387.0,Christianity,105.4270785
Ukraine,UKR,1986,1.99,Europe,9408.0,Christianity,105.5383433
Ukraine,UKR,1987,1.96,Europe,9648.0,Christianity,105.897958
Ukraine,UKR,1988,1.92,Europe,9704.0,Christianity,105.5808246
Ukraine,UKR,1989,1.87,Europe,10082.0,Christianity,105.69323490000002
Ukraine,UKR,1990,1.81,Europe,9607.0,Christianity,105.90397720000001
Ukraine,UKR,1991,1.74,Europe,8899.1,Christianity,105.70239409999999
Ukraine,UKR,1992,1.66,Europe,8130.28,Christianity,105.8086418
Ukraine,UKR,1993,1.58,Europe,7090.26,Christianity,106.0000284
Ukraine,UKR,1994,1.49,Europe,5585.41,Christianity,106.20128100000001
Ukraine,UKR,1995,1.41,Europe,5024.18,Christianity,106.3182594
Ukraine,UKR,1996,1.34,Europe,4636.63,Christianity,106.4791612
Ukraine,UKR,1997,1.27,Europe,4612.4,Christianity,106.1459848
Ukraine,UKR,1998,1.22,Europe,4640.2,Christianity,106.10152040000001
Ukraine,UKR,1999,1.17,Europe,4751.32,Christianity,106.5682486
Ukraine,UKR,2000,1.15,Europe,5165.81,Christianity,106.91829129999999
Ukraine,UKR,2001,1.14,Europe,5793.66,Christianity,106.65282990000001
Ukraine,UKR,2002,1.15,Europe,6262.98,Christianity,106.63619340000001
Ukraine,UKR,2003,1.17,Europe,7029.57,Christianity,106.20133899999999
Ukraine,UKR,2004,1.2,Europe,8049.4,Christianity,106.13336159999999
Ukraine,UKR,2005,1.25,Europe,8496.68,Christianity,106.14203859999999
Ukraine,UKR,2006,1.3,Europe,9355.99,Christianity,105.8198845
Ukraine,UKR,2007,1.34,Europe,10355.82,Christianity,106.11884520000001
Ukraine,UKR,2008,1.38,Europe,10824.08,Christianity,106.5694888
Ukraine,UKR,2009,1.42,Europe,9381.23,Christianity,106.7614206
Ukraine,UKR,2010,1.45,Europe,9601.21,Christianity,106.6603881
Ukraine,UKR,2011,1.47,Europe,10333.0,Christianity,106.57326640000001
Ukraine,UKR,2012,1.49,Europe,10383.0,Christianity,106.50765439999999
Ukraine,UKR,2013,1.5,Europe,10404.0,Christianity,106.45034809999999
Ukraine,UKR,2014,1.51,Europe,9818.0,Christianity,106.33613079999999
Ukraine,UKR,2015,1.53,Europe,8961.0,Christianity,106.2964672
Ukraine,UKR,2016,1.54,Europe,9214.0,Christianity,106.2554505
Ukraine,UKR,2017,1.55,Europe,9484.38,Christianity,106.22172909999999
Ukraine,UKR,2018,1.56,Europe,9813.36,Christianity,
Ukraine,UKR,2019,1.58,Europe,,Christianity,
United Arab Emirates,ARE,1950,6.94,Asia,25182.0,Islam,104.29099479999999
United Arab Emirates,ARE,1951,6.95,Asia,26634.0,Islam,104.2861918
United Arab Emirates,ARE,1952,6.97,Asia,27490.0,Islam,104.2787278
United Arab Emirates,ARE,1953,6.98,Asia,29358.0,Islam,104.27285359999999
United Arab Emirates,ARE,1954,6.99,Asia,31695.0,Islam,104.2649839
United Arab Emirates,ARE,1955,6.99,Asia,31374.0,Islam,104.2497029
United Arab Emirates,ARE,1956,6.98,Asia,32481.0,Islam,104.2321985
United Arab Emirates,ARE,1957,6.98,Asia,32329.0,Islam,104.23231899999999
United Arab Emirates,ARE,1958,6.96,Asia,32473.0,Islam,104.2043017
United Arab Emirates,ARE,1959,6.95,Asia,34153.0,Islam,104.1966843
United Arab Emirates,ARE,1960,6.93,Asia,35758.0,Islam,104.1834681
United Arab Emirates,ARE,1961,6.91,Asia,36949.0,Islam,104.1482292
United Arab Emirates,ARE,1962,6.89,Asia,38654.0,Islam,104.1297778
United Arab Emirates,ARE,1963,6.88,Asia,39889.0,Islam,104.0960347
United Arab Emirates,ARE,1964,6.86,Asia,40927.0,Islam,104.0569219
United Arab Emirates,ARE,1965,6.84,Asia,41705.0,Islam,104.0194546
United Arab Emirates,ARE,1966,6.82,Asia,42213.0,Islam,103.97746049999999
United Arab Emirates,ARE,1967,6.79,Asia,42416.0,Islam,103.9289988
United Arab Emirates,ARE,1968,6.76,Asia,42040.0,Islam,103.8924353
United Arab Emirates,ARE,1969,6.71,Asia,40639.0,Islam,103.84236290000001
United Arab Emirates,ARE,1970,6.66,Asia,39135.0,Islam,103.78814940000001
United Arab Emirates,ARE,1971,6.58,Asia,39540.0,Islam,103.7089832
United Arab Emirates,ARE,1972,6.48,Asia,39540.0,Islam,103.6430882
United Arab Emirates,ARE,1973,6.37,Asia,39669.0,Islam,103.5635764
United Arab Emirates,ARE,1974,6.25,Asia,45347.0,Islam,103.4809821
United Arab Emirates,ARE,1975,6.11,Asia,40591.0,Islam,103.3812108
United Arab Emirates,ARE,1976,5.97,Asia,40803.0,Islam,103.28224279999999
United Arab Emirates,ARE,1977,5.84,Asia,41915.0,Islam,103.1727641
United Arab Emirates,ARE,1978,5.72,Asia,35936.0,Islam,103.03717409999999
United Arab Emirates,ARE,1979,5.6,Asia,39534.0,Islam,102.8842314
United Arab Emirates,ARE,1980,5.51,Asia,44168.0,Islam,102.7218401
United Arab Emirates,ARE,1981,5.42,Asia,42456.0,Islam,102.27038459999999
United Arab Emirates,ARE,1982,5.35,Asia,36635.0,Islam,102.6998622
United Arab Emirates,ARE,1983,5.28,Asia,32737.0,Islam,103.11001740000002
United Arab Emirates,ARE,1984,5.22,Asia,32135.0,Islam,103.39041440000001
United Arab Emirates,ARE,1985,5.14,Asia,29562.0,Islam,103.6701652
United Arab Emirates,ARE,1986,5.05,Asia,21949.0,Islam,103.8242568
United Arab Emirates,ARE,1987,4.93,Asia,21487.0,Islam,103.9688617
United Arab Emirates,ARE,1988,4.8,Asia,20215.0,Islam,104.10718390000001
United Arab Emirates,ARE,1989,4.64,Asia,21072.0,Islam,104.24841909999999
United Arab Emirates,ARE,1990,4.45,Asia,22254.0,Islam,104.37892959999999
United Arab Emirates,ARE,1991,4.25,Asia,0.0,Islam,104.5203912
United Arab Emirates,ARE,1992,4.04,Asia,0.0,Islam,104.6614036
United Arab Emirates,ARE,1993,3.83,Asia,25558.76,Islam,104.5651235
United Arab Emirates,ARE,1994,3.62,Asia,28334.58,Islam,104.6108354
United Arab Emirates,ARE,1995,3.42,Asia,31239.92,Islam,104.5145793
United Arab Emirates,ARE,1996,3.23,Asia,34042.74,Islam,104.50546740000001
United Arab Emirates,ARE,1997,3.06,Asia,38168.47,Islam,104.52239279999999
United Arab Emirates,ARE,1998,2.91,Asia,39667.79,Islam,104.5302366
United Arab Emirates,ARE,1999,2.77,Asia,42372.44,Islam,104.56163409999999
United Arab Emirates,ARE,2000,2.64,Asia,48888.03,Islam,104.6246332
United Arab Emirates,ARE,2001,2.53,Asia,51263.38,Islam,104.3998535
United Arab Emirates,ARE,2002,2.43,Asia,54077.47,Islam,104.255362
United Arab Emirates,ARE,2003,2.33,Asia,59823.27,Islam,104.3018854
United Arab Emirates,ARE,2004,2.24,Asia,64925.67,Islam,104.339171
United Arab Emirates,ARE,2005,2.15,Asia,65599.06,Islam,104.4335537
United Arab Emirates,ARE,2006,2.07,Asia,67830.93,Islam,104.3266943
United Arab Emirates,ARE,2007,2.01,Asia,65412.8,Islam,104.3821103
United Arab Emirates,ARE,2008,1.95,Asia,63862.08,Islam,104.5797458
United Arab Emirates,ARE,2009,1.9,Asia,58860.54,Islam,104.62385920000001
United Arab Emirates,ARE,2010,1.87,Asia,60112.4,Islam,104.50728790000001
United Arab Emirates,ARE,2011,1.84,Asia,65307.0,Islam,104.4465051
United Arab Emirates,ARE,2012,1.82,Asia,68255.0,Islam,104.6086484
United Arab Emirates,ARE,2013,1.8,Asia,70791.0,Islam,104.7628965
United Arab Emirates,ARE,2014,1.78,Asia,72601.0,Islam,104.9328541
United Arab Emirates,ARE,2015,1.77,Asia,74746.0,Islam,105.1374221
United Arab Emirates,ARE,2016,1.75,Asia,75876.0,Islam,105.0548607
United Arab Emirates,ARE,2017,1.73,Asia,76643.5,Islam,104.98206670000002
United Arab Emirates,ARE,2018,1.72,Asia,76397.82,Islam,
United Arab Emirates,ARE,2019,1.7,Asia,,Islam,
United Kingdom,GBR,1541,4.6172,Europe,1659.0,Christianity,
United Kingdom,GBR,1542,5.4999,Europe,1711.0,Christianity,
United Kingdom,GBR,1543,5.2011400000000005,Europe,1649.0,Christianity,
United Kingdom,GBR,1544,4.80732,Europe,1734.0,Christianity,
United Kingdom,GBR,1545,4.99744,Europe,1680.0,Christianity,
United Kingdom,GBR,1546,5.11966,Europe,1705.0,Christianity,
United Kingdom,GBR,1547,4.65794,Europe,1841.0,Christianity,
United Kingdom,GBR,1548,5.47274,Europe,1755.0,Christianity,
United Kingdom,GBR,1549,5.21472,Europe,1678.0,Christianity,
United Kingdom,GBR,1550,5.6357,Europe,1654.0,Christianity,
United Kingdom,GBR,1551,5.377680000000001,Europe,1604.0,Christianity,
United Kingdom,GBR,1552,5.11966,Europe,1528.0,Christianity,
United Kingdom,GBR,1553,5.05176,Europe,1781.0,Christianity,
United Kingdom,GBR,1554,4.52214,Europe,1616.0,Christianity,
United Kingdom,GBR,1555,4.8888,Europe,1599.0,Christianity,
United Kingdom,GBR,1556,4.7801599999999995,Europe,1295.0,Christianity,
United Kingdom,GBR,1557,3.7073400000000003,Europe,1419.0,Christianity,
United Kingdom,GBR,1558,4.23696,Europe,1843.0,Christianity,
United Kingdom,GBR,1559,3.6937599999999997,Europe,1744.0,Christianity,
United Kingdom,GBR,1560,4.69868,Europe,1753.0,Christianity,
United Kingdom,GBR,1561,5.0381800000000005,Europe,1778.0,Christianity,
United Kingdom,GBR,1562,5.1604,Europe,1762.0,Christianity,
